Found Java version 1.7.0_91
Available memory: 3951 MB
Setting jvm heap size: -Xmx512m
236 [main] INFO org.zaproxy.zap.DaemonBootstrap  - OWASP ZAP 2.4.3 started.
3521 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing ExtensionSessionManagement
3623 [ZAP-daemon] INFO org.zaproxy.zap.extension.sessions.ExtensionSessionManagement  - Loaded session management method types: [Cookie-based Session Management, Http Authentication Session Management]
3623 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing ExtensionHttpPanelRequestFormTableView
3623 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing Capture messages from WebSockets with the ability to set breakpoints.
3627 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing Summarise and analyse FORM and URL parameters as well as cookies
3627 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing ExtensionAuthorization
3627 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing AJAX Spider, uses Crawljax
3628 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing Handles adding Global Excluded URLs
3628 [ZAP-daemon] WARN org.zaproxy.zap.extension.globalexcludeurl.ExtensionGlobalExcludeURL  - GlobalExcludeURL.optionsLoaded()
3629 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing Adds menu item to refresh the Sites tree
3629 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing Adds support for configurable keyboard shortcuts for all of the ZAP menus.
3629 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing OWASP ZAP User Guide
3629 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing ExtensionReport
3629 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing Allows you to configure which extensions are loaded when ZAP starts 
3629 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing ExtensionHttpPanelComponentonentAll
3629 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing ExtensionHttpPanelHexView
3629 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing ExtensionHttpPanelImageView
3629 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing ExtensionHttpPanelLargeRequestView
3629 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing ExtensionHttpPanelLargeResponseView
3629 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing ExtensionHttpPanelRequestQueryCookieTableView
3629 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing ExtensionHttpPanelSyntaxHighlightTextView
3630 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing Quick Start panel 
3630 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing Translations of the core language files
3630 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing Tips and Tricks
3630 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing Passive Scan Rules
3630 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing Allows to fuzz WebSocket messages.
3631 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing Provides WebDrivers to control several browsers using Selenium and includes HtmlUnit browser.
3631 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing Active Scan Rules
3631 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing The ZAP Getting Started Guide
3632 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing The Online menu links
3632 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing ExtensionSaveRawHttpMessage
3632 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing Provides the foundation for concrete message types (for example, HTTP, WebSockets) expose fuzzer implementations.
3633 [ZAP-daemon] INFO org.parosproxy.paros.extension.ExtensionLoader  - Initializing Allows to fuzz HTTP messages.
3634 [Thread-4] INFO org.zaproxy.zap.extension.dynssl.ExtensionDynSSL  - Creating new root CA certificate
4822 [Thread-4] INFO org.zaproxy.zap.extension.dynssl.ExtensionDynSSL  - New root CA certificate created
5801 [ZAP-daemon] INFO org.parosproxy.paros.CommandLine  - Downloading add-on from: https://github.com/zaproxy/zap-extensions/releases/download/2.4/ascanrulesBeta-beta-18.zap
8604 [ZAP-daemon] INFO org.parosproxy.paros.CommandLine  - Add-on downloaded to: /home/zap/.ZAP/plugin/ascanrulesBeta-beta-18.zap
8720 [ZAP-daemon] INFO org.zaproxy.zap.DaemonBootstrap  - ZAP is now listening on 0.0.0.0:8090
20407 [ZAP-ProxyThread-1] INFO org.zaproxy.zap.extension.httpsessions.ExtensionHttpSessions  - Added new session token for site '172.17.0.2:8080': JSESSIONID
20408 [ZAP-ProxyThread-1] INFO org.zaproxy.zap.extension.httpsessions.HttpSessionsSite  - Created a new session as no match was found: HttpSession [name=Session 0, active=false, tokenValues='']
20567 [ZAP-ProxyThread-2] INFO org.zaproxy.zap.extension.httpsessions.HttpSessionsSite  - Created a new session as no match was found: HttpSession [name=Session 1, active=false, tokenValues='']
20683 [ZAP-ProxyThread-3] INFO org.zaproxy.zap.extension.httpsessions.HttpSessionsSite  - Created a new session as no match was found: HttpSession [name=Session 2, active=false, tokenValues='']
21047 [ZAP-ProxyThread-6] INFO org.zaproxy.zap.extension.httpsessions.HttpSessionsSite  - Created a new session as no match was found: HttpSession [name=Session 3, active=false, tokenValues='']
23055 [ZAP-ProxyThread-7] INFO org.zaproxy.zap.extension.httpsessions.HttpSessionsSite  - Created a new session as no match was found: HttpSession [name=Session 4, active=false, tokenValues='']
25133 [ZAP-ProxyThread-9] INFO org.zaproxy.zap.extension.httpsessions.HttpSessionsSite  - Created a new session as no match was found: HttpSession [name=Session 5, active=false, tokenValues='']
27179 [Thread-17] INFO org.zaproxy.zap.extension.spider.SpiderThread  - Starting spidering scan on SpiderApi-0 at Fri Dec 25 16:03:22 UTC 2015
27183 [Thread-17] INFO org.zaproxy.zap.spider.Spider  - Spider initializing...
27201 [Thread-17] INFO org.zaproxy.zap.spider.Spider  - Starting spider...
27203 [Thread-17] INFO org.zaproxy.zap.spider.Spider  - Adding seed for spider: http://172.17.0.2:8080/wavsep/index-active.jsp
27207 [Thread-17] INFO org.zaproxy.zap.spider.Spider  - Adding seed for spider: http://172.17.0.2:8080/robots.txt
27208 [Thread-17] INFO org.zaproxy.zap.spider.Spider  - Adding seed for spider: http://172.17.0.2:8080/sitemap.xml
71999 [HSQLDB Timer @939bc30] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - Checkpoint start
71999 [HSQLDB Timer @939bc30] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - checkpointClose start
72022 [HSQLDB Timer @939bc30] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - dataFileCache commit start
72356 [HSQLDB Timer @939bc30] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - checkpointClose end
72360 [HSQLDB Timer @939bc30] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - Checkpoint end
86987 [pool-1-thread-1] WARN org.zaproxy.zap.spider.URLCanonicalizer  - Error while Processing URL in the spidering process (on base http://172.17.0.2:8080/wavsep/active/Unvalidated-Redirect/Redirect-Detection-Evaluation-GET-302Redirect/Case03-Redirect-RedirectMethod-FilenameContext-Unrestricted-HttpURL-DefaultInvalidInput-AnyPathReq-Read.jsp?target=httk://google.com): unknown protocol: httk
87187 [pool-1-thread-2] WARN org.zaproxy.zap.spider.URLCanonicalizer  - Error while Processing URL in the spidering process (on base http://172.17.0.2:8080/wavsep/active/Unvalidated-Redirect/Redirect-Detection-Evaluation-GET-302Redirect/Case07-Redirect-RedirectMethod-FilenameContext-Unrestricted-HttpURL-DefaultEmptyInput-PartialPathReq-Read.jsp?target): Expected authority at index 7: http://
92389 [HSQLDB Timer @939bc30] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - Checkpoint start
92390 [HSQLDB Timer @939bc30] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - checkpointClose start
92403 [HSQLDB Timer @939bc30] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - dataFileCache commit start
93748 [HSQLDB Timer @939bc30] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - checkpointClose end
93758 [HSQLDB Timer @939bc30] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - Checkpoint end
99364 [pool-1-thread-2] INFO org.zaproxy.zap.spider.Spider  - Spidering process is complete. Shutting down...
99365 [Thread-18] INFO org.zaproxy.zap.extension.spider.SpiderThread  - Spider scanning complete: true
102217 [HSQLDB Timer @939bc30] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - Checkpoint start
102218 [HSQLDB Timer @939bc30] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - checkpointClose start
102228 [HSQLDB Timer @939bc30] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - dataFileCache commit start
104410 [HSQLDB Timer @939bc30] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - checkpointClose end
104413 [HSQLDB Timer @939bc30] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - Checkpoint end
107179 [HSQLDB Timer @939bc30] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - Checkpoint start
107179 [HSQLDB Timer @939bc30] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - checkpointClose start
107186 [HSQLDB Timer @939bc30] INFO hsqldb.db.HSQLDB379AF3DEBD.ENGINE  - dataFileCache commit start
107429 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Path Traversal
107430 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Remote File Inclusion
107430 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Server Side Include
107431 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Cross Site Scripting (Reflected)
107432 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Cross Site Scripting (Persistent)
107433 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin SQL Injection
107433 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Server Side Code Injection
107434 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Remote OS Command Injection
107435 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Directory Browsing
107436 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin External Redirect
107436 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Buffer Overflow
107437 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Format String Error
107438 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin CRLF Injection
107438 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Parameter Tampering
107439 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Cross Site Scripting (Persistent) - Prime
107439 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Cross Site Scripting (Persistent) - Spider
107441 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Script Active Scan Rules
107441 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Source Code Disclosure - SVN
107442 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Source Code Disclosure - /WEB-INF folder
107442 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Remote Code Execution - Shell Shock
107444 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Anti CSRF Tokens Scanner
107444 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Heartbleed OpenSSL Vulnerability
107445 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Cross-Domain Misconfiguration
107445 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Source Code Disclosure - CVE-2012-1823
107447 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Remote Code Execution - CVE-2012-1823
107447 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Session Fixation
107448 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin SQL Injection - MySQL
107448 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin SQL Injection - Hypersonic SQL
107449 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin SQL Injection - Oracle
107450 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin SQL Injection - PostgreSQL
107450 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin XPath Injection Plugin
107451 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin XML External Entity Attack
107451 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Generic Padding Oracle
107452 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Expression Language Injection
107453 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Backup File Disclosure
107453 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Insecure HTTP Method
107453 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin HTTP Parameter Pollution scanner
107455 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Possible Username Enumeration
107456 [ZAP-ProxyThread-40] INFO org.parosproxy.paros.core.scanner.Scanner  - scanner started
107458 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Path Traversal
107458 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Remote File Inclusion
107459 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Server Side Include
107460 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Cross Site Scripting (Reflected)
107461 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Cross Site Scripting (Persistent)
107462 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin SQL Injection
107462 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Server Side Code Injection
107463 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Remote OS Command Injection
107464 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Directory Browsing
107465 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin External Redirect
107465 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Buffer Overflow
107469 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Format String Error
107470 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin CRLF Injection
107470 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Parameter Tampering
107472 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Cross Site Scripting (Persistent) - Prime
107473 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Cross Site Scripting (Persistent) - Spider
107473 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Script Active Scan Rules
107474 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Source Code Disclosure - SVN
107475 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Source Code Disclosure - /WEB-INF folder
107476 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Remote Code Execution - Shell Shock
107476 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Anti CSRF Tokens Scanner
107478 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Heartbleed OpenSSL Vulnerability
107479 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Cross-Domain Misconfiguration
107479 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Source Code Disclosure - CVE-2012-1823
107481 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Remote Code Execution - CVE-2012-1823
107482 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Session Fixation
107482 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin SQL Injection - MySQL
107484 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin SQL Injection - Hypersonic SQL
107485 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin SQL Injection - Oracle
107485 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin SQL Injection - PostgreSQL
107487 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin XPath Injection Plugin
107488 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin XML External Entity Attack
107488 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Generic Padding Oracle
107490 [Thread-19] INFO org.parosproxy.paros.core.scanner.PluginFactory  - loaded plugin Expression Language Injection
